 TITLE= "tecplot results" 
  VARIABLES = "X"  "Y"  "Z" "U"  "V" "W" "pres" "dens" "mass"  "visc"  
 ZONE 
     STRANDID=1, SOLUTIONTIME= 90    
I=   1800 , J=1, K=1, F=POINT 
      0.051      0.000      0.002      0.092      0.000     -0.000    787.680   1000.788      0.100      0.000
      0.034      0.000      0.003      0.061      0.000     -0.007   1205.453   1001.205      0.100      0.000
      0.018      0.000      0.004      0.032      0.000     -0.002   1365.038   1001.365      0.100      0.000
      0.025      0.000      0.010      0.049      0.000     -0.008   1259.956   1001.260      0.100      0.000
      0.007      0.000      0.007      0.004      0.000     -0.018   1936.869   1001.937      0.100      0.000
      0.013      0.000      0.014      0.050      0.000     -0.023    347.875   1000.348      0.100      0.000
      0.007      0.000      0.018     -0.018      0.000     -0.045   1275.194   1001.275      0.100      0.000
      0.014      0.000      0.023      0.031      0.000     -0.045    194.038   1000.194      0.100      0.000
      0.007      0.000      0.028     -0.008      0.000     -0.057   1313.703   1001.314      0.100      0.000
      0.011      0.000      0.034      0.032      0.000     -0.070    255.282   1000.255      0.100      0.000
      0.007      0.000      0.040     -0.011      0.000     -0.078   1293.015   1001.293      0.100      0.000
      0.012      0.000      0.045      0.027      0.000     -0.080     78.856   1000.079      0.100      0.000
      0.007      0.000      0.051     -0.013      0.000     -0.091   1191.666   1001.192      0.100      0.000
      0.013      0.000      0.056      0.025      0.000     -0.100    -48.249    999.952      0.100      0.000
      0.008      0.000      0.061     -0.039      0.000     -0.095   1124.763   1001.125      0.100      0.000
      0.014      0.000      0.065      0.029      0.000     -0.117    130.610   1000.131      0.100      0.000
      0.012      0.000      0.070     -0.021      0.000     -0.114    653.188   1000.653      0.100      0.000
      0.014      0.000      0.075      0.019      0.000     -0.114    323.188   1000.323      0.100      0.000
      0.013      0.000      0.080      0.005      0.000     -0.111    423.935   1000.424      0.100      0.000
      0.013      0.000      0.084      0.008      0.000     -0.111    272.860   1000.273      0.100      0.000
      0.013      0.000      0.089      0.006      0.000     -0.114    323.577   1000.324      0.100      0.000
      0.012      0.000      0.093      0.008      0.000     -0.114    312.561   1000.313      0.100      0.000
      0.012      0.000      0.098      0.010      0.000     -0.115    234.115   1000.234      0.100      0.000
      0.012      0.000      0.103      0.008      0.000     -0.118    167.796   1000.168      0.100      0.000
      0.011      0.000      0.107      0.005      0.000     -0.120    189.735   1000.190      0.100      0.000
      0.010      0.000      0.112      0.007      0.000     -0.118    230.967   1000.231      0.100      0.000
      0.011      0.000      0.118      0.010      0.000     -0.119    103.601   1000.104      0.100      0.000
      0.010      0.000      0.123      0.006      0.000     -0.126     19.069   1000.019      0.100      0.000
      0.007      0.000      0.127      0.004      0.000     -0.130     62.949   1000.063      0.100      0.000
      0.008      0.000      0.130      0.004      0.000     -0.131     13.557   1000.014      0.100      0.000
      0.067      0.000      0.003      0.113      0.000     -0.002   1228.838   1001.229      0.100      0.000
      0.042      0.000      0.010      0.078      0.000     -0.013   1456.479   1001.456      0.100      0.000
      0.059      0.000      0.010      0.100      0.000     -0.009   1516.677   1001.517      0.100      0.000
      0.050      0.000      0.015      0.092      0.000     -0.018   1228.997   1001.229      0.100      0.000
      0.033      0.000      0.015      0.078      0.000     -0.016   1087.756   1001.088      0.100      0.000
      0.042      0.000      0.020      0.076      0.000     -0.022   1144.330   1001.144      0.100      0.000
      0.024      0.000      0.020      0.031      0.000     -0.039   1543.683   1001.544      0.100      0.000
      0.036      0.000      0.027      0.039      0.000     -0.039    898.293   1000.898      0.100      0.000
      0.024      0.000      0.029      0.035      0.000     -0.047   1042.642   1001.043      0.100      0.000
      0.036      0.000      0.034      0.053      0.000     -0.043    817.630   1000.818      0.100      0.000
      0.023      0.000      0.037      0.019      0.000     -0.059   1174.142   1001.174      0.100      0.000
      0.034      0.000      0.042      0.039      0.000     -0.057    731.275   1000.731      0.100      0.000
      0.023      0.000      0.046      0.020      0.000     -0.067   1051.411   1001.051      0.100      0.000
      0.035      0.000      0.050      0.040      0.000     -0.064    704.441   1000.704      0.100      0.000
      0.024      0.000      0.054      0.019      0.000     -0.078    909.791   1000.910      0.100      0.000
      0.036      0.000      0.058      0.035      0.000     -0.078    496.785   1000.497      0.100      0.000
      0.026      0.000      0.063      0.010      0.000     -0.081    859.265   1000.859      0.100      0.000
      0.037      0.000      0.067      0.041      0.000     -0.088    698.719   1000.699      0.100      0.000
      0.028      0.000      0.072     -0.015      0.000     -0.092    351.803   1000.352      0.100      0.000
      0.036      0.000      0.076      0.053      0.000     -0.111    442.825   1000.443      0.100      0.000
      0.032      0.000      0.081     -0.012      0.000     -0.121    648.268   1000.648      0.100      0.000
      0.033      0.000      0.087      0.033      0.000     -0.113    258.029   1000.258      0.100      0.000
      0.031      0.000      0.092      0.007      0.000     -0.120    402.530   1000.403      0.100      0.000
      0.032      0.000      0.098      0.029      0.000     -0.120    318.531   1000.319      0.100      0.000
      0.029      0.000      0.103      0.005      0.000     -0.126    234.825   1000.235      0.100      0.000
      0.031      0.000      0.108      0.036      0.000     -0.125    144.464   1000.144      0.100      0.000
      0.027      0.000      0.114      0.008      0.000     -0.134    309.335   1000.309      0.100      0.000
      0.029      0.000      0.121      0.024      0.000     -0.134      3.110   1000.003      0.100      0.000
      0.027      0.000      0.124      0.017      0.000     -0.140     30.087   1000.030      0.100      0.000
      0.027      0.000      0.128      0.020      0.000     -0.140     36.363   1000.036      0.100      0.000
      0.086      0.000      0.003      0.134      0.000     -0.001   1272.971   1001.273      0.100      0.000
      0.075      0.000      0.009      0.124      0.000     -0.007   1418.852   1001.419      0.100      0.000
      0.096      0.000      0.009      0.154      0.000     -0.014   1680.399   1001.680      0.100      0.000
      0.084      0.000      0.014      0.143      0.000     -0.016   1320.148   1001.320      0.100      0.000
      0.067      0.000      0.016      0.113      0.000     -0.020   1290.228   1001.290      0.100      0.000
      0.076      0.000      0.020      0.124      0.000     -0.026    963.449   1000.963      0.100      0.000
      0.057      0.000      0.023      0.102      0.000     -0.023   1073.746   1001.074      0.100      0.000
      0.067      0.000      0.026      0.110      0.000     -0.029    992.113   1000.992      0.100      0.000
      0.050      0.000      0.029      0.067      0.000     -0.045   1046.193   1001.046      0.100      0.000
      0.061      0.000      0.033      0.070      0.000     -0.044    960.863   1000.961      0.100      0.000
      0.048      0.000      0.037      0.057      0.000     -0.053    971.587   1000.972      0.100      0.000
